Loss,Validation Loss,Accuracy,Validation Accuracy
0.45223468542099,0.339137464761734,0.8314680457115173,0.8838862776756287
0.33299142122268677,0.2972725033760071,0.8841342926025391,0.9008688926696777
0.30774372816085815,0.2797953486442566,0.8907175660133362,0.902053713798523
0.28955361247062683,0.26661789417266846,0.8951942324638367,0.9036334753036499
0.27241653203964233,0.25776153802871704,0.9026991724967957,0.9067930579185486
0.2616536617279053,0.24634094536304474,0.9057274460792542,0.9099525809288025
0.25061601400375366,0.2384779304265976,0.906649112701416,0.910347580909729
0.24285303056240082,0.23339425027370453,0.9107307195663452,0.9131121635437012
0.2391996681690216,0.22582878172397614,0.9148123860359192,0.9154818058013916
0.2310095876455307,0.2190745621919632,0.9169190526008606,0.9202211499214172
0.2235921025276184,0.21397341787815094,0.9191573262214661,0.9202211499214172
0.22180479764938354,0.2095017284154892,0.9186306595802307,0.9186413884162903
0.2165502905845642,0.2047947347164154,0.9207373261451721,0.9229857921600342
0.2106858342885971,0.20241712033748627,0.9229756593704224,0.9277251362800598
0.20474408566951752,0.1989455670118332,0.9227123260498047,0.9245655536651611
0.20531415939331055,0.19629612565040588,0.9240289926528931,0.9265402555465698
0.2012660950422287,0.19426053762435913,0.9273205995559692,0.9269352555274963
0.20233143866062164,0.1911250799894333,0.9261355996131897,0.9296998381614685
0.20015272498130798,0.19165761768817902,0.925872266292572,0.9285150170326233
0.1993577778339386,0.18938331305980682,0.9271889328956604,0.9300947785377502
0.19709618389606476,0.1872623860836029,0.9282422661781311,0.9300947785377502
0.19362026453018188,0.18728326261043549,0.9283739328384399,0.9328594207763672
0.19552046060562134,0.1860840767621994,0.925082266330719,0.9316745400428772
0.19151724874973297,0.18452180922031403,0.9277155995368958,0.9296998381614685
0.18885758519172668,0.18283343315124512,0.9332455396652222,0.930489718914032
0.18854084610939026,0.18331104516983032,0.9306122660636902,0.9308846592903137
0.1916765421628952,0.18424302339553833,0.9314022660255432,0.9296998381614685
0.187157541513443,0.18156827986240387,0.9311389327049255,0.9312795996665955
0.1883196085691452,0.18256494402885437,0.9328505396842957,0.9308846592903137
0.1851591169834137,0.18350377678871155,0.9346938729286194,0.9340442419052124
0.18498456478118896,0.18159076571464539,0.9289005994796753,0.9328594207763672
0.18346242606639862,0.18164697289466858,0.9311389327049255,0.9332543611526489
0.18374845385551453,0.18169932067394257,0.9335088729858398,0.9320695400238037
0.18575519323349,0.1800016611814499,0.933377206325531,0.9328594207763672
0.18120500445365906,0.17840106785297394,0.9329822063446045,0.9336493015289307
0.1811276525259018,0.1802799552679062,0.932587206363678,0.9332543611526489
0.17958703637123108,0.18020866811275482,0.9339038729667664,0.9340442419052124
0.18332518637180328,0.177484929561615,0.9329822063446045,0.9336493015289307
0.17799633741378784,0.17732912302017212,0.9346938729286194,0.9293048977851868
0.17746542394161224,0.1779041290283203,0.9321922063827515,0.9320695400238037
0.17573469877243042,0.17573505640029907,0.9356155395507812,0.9328594207763672
0.17952848970890045,0.17858749628067017,0.9328505396842957,0.9312795996665955
0.17942701280117035,0.17722190916538239,0.934167206287384,0.9324644804000854
0.17662349343299866,0.17712853848934174,0.933377206325531,0.9320695400238037
0.1767628788948059,0.17758944630622864,0.9370638728141785,0.9332543611526489
0.17640170454978943,0.18085892498493195,0.934167206287384,0.9312795996665955
0.17532743513584137,0.17667512595653534,0.9369322061538696,0.9324644804000854
0.17600366473197937,0.17659641802310944,0.9373272061347961,0.9320695400238037
0.1779734045267105,0.1745450645685196,0.9377222061157227,0.9336493015289307
0.17691278457641602,0.17586113512516022,0.9373272061347961,0.9332543611526489
0.1727163940668106,0.1784706562757492,0.938248872756958,0.9340442419052124
0.17401091754436493,0.17728480696678162,0.9362738728523254,0.9320695400238037
0.17071929574012756,0.17690244317054749,0.9336405396461487,0.9344391822814941
0.17377644777297974,0.17686326801776886,0.9358788728713989,0.9308846592903137
0.17491872608661652,0.17478018999099731,0.9357472062110901,0.9340442419052124
0.17107105255126953,0.1787004917860031,0.9383805394172668,0.9340442419052124
0.17229314148426056,0.17382091283798218,0.9385122060775757,0.9364138841629028
0.17058046162128448,0.1739134043455124,0.9373272061347961,0.9372037649154663
0.16973808407783508,0.17556864023208618,0.9393021464347839,0.9328594207763672
0.1690630316734314,0.17559252679347992,0.9395654797554016,0.9352290630340576
0.17173509299755096,0.17408227920532227,0.9371955394744873,0.9352290630340576
0.17275452613830566,0.17210368812084198,0.9373272061347961,0.9332543611526489
0.16942167282104492,0.17472022771835327,0.9370638728141785,0.9368088245391846
0.1691378802061081,0.17502610385417938,0.9350888729095459,0.9348341226577759
0.16725091636180878,0.17123551666736603,0.9379855394363403,0.9372037649154663
0.16762827336788177,0.173455148935318,0.9395654797554016,0.9332543611526489
0.16683292388916016,0.17324568331241608,0.9390388131141663,0.9352290630340576
0.16552165150642395,0.17381665110588074,0.9387755393981934,0.9356240034103394
0.16896985471248627,0.17372973263263702,0.9389071464538574,0.9344391822814941
0.1671476662158966,0.17399509251117706,0.9393021464347839,0.9360189437866211
0.1665106564760208,0.17132829129695892,0.9383805394172668,0.9379937052726746
0.16563962399959564,0.17039752006530762,0.9377222061157227,0.9372037649154663
0.16342194378376007,0.16852997243404388,0.9425938129425049,0.9348341226577759
0.16595017910003662,0.17163190245628357,0.9379855394363403,0.9375987648963928
0.16568951308727264,0.1697746217250824,0.9425938129425049,0.9391785264015198
0.16749492287635803,0.1703334003686905,0.9387755393981934,0.938783586025238
0.16365540027618408,0.1734144240617752,0.9428571462631226,0.9375987648963928
0.16503092646598816,0.17189788818359375,0.9429888129234314,0.9391785264015198
0.16295647621154785,0.17284142971038818,0.9433838129043579,0.9372037649154663
0.16232837736606598,0.17444424331188202,0.9393021464347839,0.9360189437866211
0.1672888845205307,0.17128856480121613,0.9402238130569458,0.9344391822814941
0.1627325713634491,0.17258906364440918,0.9423304796218872,0.9368088245391846
0.16414783895015717,0.17173795402050018,0.9404871463775635,0.9368088245391846
0.16650858521461487,0.1719595491886139,0.9378538727760315,0.9372037649154663
0.16955426335334778,0.17246992886066437,0.938248872756958,0.9372037649154663
0.16602250933647156,0.17106835544109344,0.9412771463394165,0.9368088245391846
0.1625833362340927,0.1725602000951767,0.9383805394172668,0.9352290630340576
0.16413801908493042,0.1708897203207016,0.9423304796218872,0.9344391822814941
0.16112931072711945,0.1710415780544281,0.9415404796600342,0.9368088245391846
0.16381806135177612,0.17321816086769104,0.9411454796791077,0.9372037649154663
0.16775482892990112,0.1691482812166214,0.9411454796791077,0.9368088245391846
0.16223734617233276,0.16934417188167572,0.9407504796981812,0.9379937052726746
0.1630999892950058,0.16946925222873688,0.9421988129615784,0.9399684071540833
0.16007332503795624,0.17252491414546967,0.9403554797172546,0.9340442419052124
0.15919773280620575,0.17003902792930603,0.9440421462059021,0.9372037649154663
0.16456164419651031,0.1752929985523224,0.9411454796791077,0.9348341226577759
0.16179795563220978,0.17235878109931946,0.9398288130760193,0.9328594207763672
0.16651038825511932,0.17493750154972076,0.9394338130950928,0.9336493015289307
0.16294807195663452,0.17359070479869843,0.9420671463012695,0.9328594207763672
0.15897946059703827,0.17338544130325317,0.9439104795455933,0.9352290630340576
